Senzor_ID,Tip_Senzora,Vrednost,Status_Baterije,Datum_Očitavanja,Lokacija
SNZ-121,CO2,11.89178541074503,90.5059161447393,2026-04-03 00:00:00,Centar
SNZ-141,Pritisak,,75.62106452331084,2026-01-27 00:00:00,Most
SNZ-144,Temperatura,-14.937154065518271,43.321255041572606,2026-15-05,Park
SNZ-136,Temperatura,34.080558516942034,65.56844348050001,2026-02-02 00:00:00,Tunel
SNZ-133,Pritisak,32.94136056376994,32.34268729433059,2026-05-09 00:00:00,Industrijska zona
SNZ-145,Vlažnost,35.03637178856422,0.07503020602844801,2026-03-02 00:00:00,Park
SNZ-129,Pritisak,14.32934066575238,32.68437275227583,2026-05-22 00:00:00,Tunel
SNZ-131,Temperatura,26.68124151595154,81.93260848060628,2026-03-06 00:00:00,Centar
SNZ-111,CO2,16.29801391253845,3.720021874168522,2026-04-25 00:00:00,Industrijska zona
SNZ-130,Temperatura,31.397603479652027,99.99110317261321,2026-02-04 00:00:00,Tunel
SNZ-111,Vlažnost,42.23210821449578,79.90426288630056,2026-03-17 00:00:00,Industrijska zona
SNZ-144,Pritisak,1.527600816305121,9.617394766596831,2026-03-04 00:00:00,Centar
SNZ-136,Pritisak,35.28708533371791,98.20305724065113,2026-01-14 00:00:00,Most
SNZ-141,Vlažnost,19.135568356526356,58.81197882794116,2026-01-28 00:00:00,Park
SNZ-123,Pritisak,24.984885174043487,43.58248032700044,2026-02-06 00:00:00,Tunel
SNZ-130,Temperatura,11.98482832669818,11.801584671531607,2026-02-06 00:00:00,Tunel
SNZ-127,Temperatura,16.991648300032843,60.88458362799383,2026-05-08 00:00:00,Most
SNZ-137,CO2,51.00580816519227,40.42149029786667,2026-01-22 00:00:00,Centar
SNZ-123,Vlažnost,46.58391067975633,9.413601728075982,2026-01-14 00:00:00,Industrijska zona
SNZ-142,CO2,41.02146034512583,11.918434092598119,2026-03-04 00:00:00,Park
SNZ-127,Temperatura,15.727260635451913,92.83166717429414,2026-01-29 00:00:00,Tunel
SNZ-137,CO2,45.72848816283884,82.5040258451691,2026-02-22 00:00:00,Industrijska zona
SNZ-132,Pritisak,14.397527041530708,36.5540106893816,2026-01-01 00:00:00,Most
SNZ-103,Pritisak,14.725963377138743,49.41161107132558,2026-02-19 00:00:00,Tunel
SNZ-107,Pritisak,18.799804114988092,64.22110482887071,2026-02-08 00:00:00,Industrijska zona
SNZ-128,Vlažnost,15.664217738547462,94.18128772304335,2026-05-13 00:00:00,Industrijska zona
SNZ-145,Pritisak,14.484459985258658,46.47211783602222,2026-01-11 00:00:00,Tunel
SNZ-141,Temperatura,-14.519431100262558,1.463593723352563,2026-05-02 00:00:00,Most
SNZ-105,Temperatura,16.272224568868282,93.17423016999982,2026-01-20 00:00:00,Centar
SNZ-145,Vlažnost,18.763462064268857,-99.0,2026-03-25 00:00:00,Tunel
SNZ-139,Temperatura,23.52660126455372,7.429628399140864,2026-03-18 00:00:00,Tunel
SNZ-148,Vlažnost,30.301166890542014,29.738309782430118,2026-03-18 00:00:00,Centar
SNZ-114,Temperatura,-6.454587715262729,32.39527952530617,2026-01-04 00:00:00,Centar
SNZ-134,Vlažnost,35.472199866440675,41.22171703888533,2026-01-05 00:00:00,Most
SNZ-135,Pritisak,-2.979500690922581,89.12003754050701,2026-03-08 00:00:00,Park
SNZ-132,CO2,17.625738043848006,22.43900897444555,2026-03-17 00:00:00,Most
SNZ-140,CO2,,4.655242595731391,2026-03-29 00:00:00,Park
SNZ-127,Pritisak,23.711096401045165,74.24148902826336,2026-04-04 00:00:00,Park
SNZ-100,Pritisak,6.979577547659332,44.04947980103567,2026-03-09 00:00:00,Industrijska zona
SNZ-114,Temperatura,30.591224140001586,21.56237768250464,2026-03-11 00:00:00,Centar
SNZ-141,CO2,27.54485670406894,15.50700009802094,2026-15-05,Tunel
SNZ-132,Pritisak,32.89654675518287,24.738727477986643,2026-02-02 00:00:00,Industrijska zona
SNZ-136,CO2,25.40984391370459,15.714658422944916,2026-05-27 00:00:00,Centar
SNZ-127,Pritisak,-0.8233463739313223,29.802863744344098,2026-04-26 00:00:00,Park
SNZ-117,Pritisak,,89.93204147677774,2026-01-25 00:00:00,Industrijska zona
SNZ-113,Vlažnost,14.070649120815217,27.57080656101689,2026-05-13 00:00:00,Centar
SNZ-148,CO2,,68.17453958529708,2026-05-13 00:00:00,Centar
SNZ-125,Temperatura,23.537983296783985,36.54962300976895,2026-01-10 00:00:00,Tunel
SNZ-110,CO2,15.491661453307447,0.8631199126703848,2026-02-21 00:00:00,Industrijska zona
SNZ-131,Temperatura,39.408378985818025,97.95324153084366,2026-02-17 00:00:00,Industrijska zona
SNZ-126,CO2,24.41994033924851,81.06258630455648,2026-01-03 00:00:00,Park
SNZ-122,Pritisak,14.654993791297295,72.8763691636849,2026-03-16 00:00:00,Tunel
SNZ-110,Vlažnost,38.8717060973448,77.71757265473121,2026-02-07 00:00:00,Tunel
SNZ-144,Temperatura,26.891760833440475,89.5114913058062,2026-03-05 00:00:00,Park
SNZ-133,Temperatura,36.1041430106367,90.5703488875461,2026-02-20 00:00:00,Tunel
SNZ-138,Temperatura,22.558101326890046,30.52983507826189,2026-05-19 00:00:00,Centar
SNZ-118,Vlažnost,2.9223697736788914,67.64412997069033,2026-04-04 00:00:00,Industrijska zona
SNZ-113,Temperatura,-1.3044167096759232,21.60288575232121,2026-03-15 00:00:00,Most
SNZ-127,CO2,28.00646355893818,42.555024718402244,2026-02-05 00:00:00,Industrijska zona
SNZ-102,Vlažnost,19.720014083767765,93.44604709422474,2026-03-23 00:00:00,Industrijska zona
SNZ-139,Temperatura,2.560759813909172,77.3082699029844,2026-05-03 00:00:00,Park
SNZ-134,Pritisak,60.877137830086774,94.60293486536085,2026-04-22 00:00:00,Park
SNZ-103,CO2,11.052980096538791,69.43308559258047,2026-03-20 00:00:00,Centar
SNZ-115,Temperatura,34.27864974866035,76.22616332927207,2026-02-01 00:00:00,Park
SNZ-130,Vlažnost,28.437507386562423,9.635992788090553,2026-03-07 00:00:00,Most
SNZ-129,Temperatura,34.06084696780334,56.36589048034348,2026-05-26 00:00:00,Industrijska zona
SNZ-110,Pritisak,45.38488453886321,59.01171513501783,2026-02-21 00:00:00,Tunel
SNZ-134,Temperatura,9.119232779122312,45.470539394870904,2026-05-07 00:00:00,Centar
SNZ-126,Pritisak,36.35324023334544,54.06188636345195,2026-03-30 00:00:00,Centar
SNZ-106,Pritisak,39.933816266462266,86.90346056108145,2026-01-06 00:00:00,Tunel
SNZ-133,Pritisak,38.484082715015404,84.9517128616869,2026-05-29 00:00:00,Centar
SNZ-111,Temperatura,18.327457439056005,44.031102263506185,2026-03-29 00:00:00,Centar
SNZ-130,CO2,-9.653924547723037,67.25781794082882,2026-02-25 00:00:00,Tunel
SNZ-106,Vlažnost,25.650287783547743,78.03893652859438,2026-02-08 00:00:00,Tunel
SNZ-115,Vlažnost,24.514775192183023,16.6716046262559,2026-03-01 00:00:00,Centar
SNZ-131,Pritisak,0.38860424202072963,9.64960143183018,2026-05-30 00:00:00,Park
SNZ-103,Pritisak,50.66636074693453,0.9618694986054277,2026-06-01 00:00:00,Industrijska zona
SNZ-111,CO2,31.57170753331978,83.53456889887498,2026-02-22 00:00:00,Most
SNZ-128,Pritisak,21.450045175366736,96.60381357322719,2026-01-23 00:00:00,Industrijska zona
SNZ-106,CO2,52.110647011578166,35.36974964640862,2026-03-21 00:00:00,Most
SNZ-107,CO2,2.154136882633704,54.61896293188493,2026-04-30 00:00:00,Centar
SNZ-120,Temperatura,18.063990389322864,3.911224656371437,2026-05-31 00:00:00,Park
SNZ-141,CO2,23.207365049896918,47.6549592429856,2026-03-21 00:00:00,Park
SNZ-125,Temperatura,-2.297739485738564,64.92197798256308,2026-04-30 00:00:00,Centar
SNZ-134,Vlažnost,5.03588272433695,66.49735886185333,2026-01-07 00:00:00,Centar
SNZ-107,Pritisak,30.770211799002112,42.302340966329055,2026-05-16 00:00:00,Park
SNZ-121,Vlažnost,29.255683916226374,21.97655864469139,2026-01-21 00:00:00,Centar
SNZ-105,Temperatura,54.56293053061306,18.614623746691596,2026-03-25 00:00:00,Most
SNZ-130,Vlažnost,-11.952086432764652,90.30500142604299,2026-02-21 00:00:00,Park
SNZ-101,Pritisak,26.535434223408515,25.540729309017074,2026-05-09 00:00:00,Most
SNZ-121,CO2,5.989082061034708,-99.0,2026-02-11 00:00:00,Park
SNZ-148,Temperatura,40.47429510191767,95.67691344120011,2026-01-28 00:00:00,Tunel
SNZ-134,Vlažnost,14.43223542872209,16.292023876662164,2026-03-10 00:00:00,Tunel
SNZ-139,Pritisak,21.61599397088764,37.25419065497938,2026-03-07 00:00:00,Tunel
SNZ-100,Vlažnost,2.7234853721749523,85.98869076259662,2026-05-06 00:00:00,Centar
SNZ-106,Pritisak,48.27284666550928,69.50279159291864,2026-05-29 00:00:00,Park
SNZ-123,CO2,24.244879204415618,67.71273665139942,2026-01-03 00:00:00,Tunel
SNZ-118,Temperatura,31.976915129476758,0.7914438473590302,2026-05-12 00:00:00,Centar
SNZ-108,Pritisak,13.792345178518634,18.653189147533645,2026-02-23 00:00:00,Tunel
SNZ-122,TEMP,18.568341101851377,1.6576502655504366,2026-03-18 00:00:00,Most
SNZ-127,Temperatura,32.1053449025064,59.43669925601892,2026-06-01 00:00:00,Tunel
SNZ-104,Vlažnost,-10.188410295063818,51.55480676737872,2026-02-26 00:00:00,Park
SNZ-145,Vlažnost,13.777514766393328,91.60260750664177,2026-03-05 00:00:00,Most
SNZ-115,Pritisak,19.594652757075735,55.779378293183754,2026-02-18 00:00:00,Tunel
SNZ-132,Pritisak,15.28901332771592,70.41782027872397,2026-01-10 00:00:00,Most
SNZ-101,Vlažnost,49.84829912151893,96.27643649024937,2026-04-02 00:00:00,Most
SNZ-123,Pritisak,32.64833341866711,63.95637997411685,2026-02-23 00:00:00,Park
SNZ-116,Temperatura,29.879747840174854,25.951969252486894,2026-02-10 00:00:00,Centar
SNZ-121,Vlažnost,37.40792312735459,53.298104327474896,2026-05-12 00:00:00,Park
SNZ-111,Vlažnost,29.934968971925706,51.14840785271788,2026-02-10 00:00:00,Tunel
SNZ-103,CO2,30.50604940284949,24.173724061669354,2026-04-02 00:00:00,Tunel
SNZ-130,Pritisak,32.139280729412405,90.67807267718707,2026-05-06 00:00:00,Park
SNZ-119,CO2,18.388603729717993,43.46173152473551,2026-04-05 00:00:00,Park
SNZ-133,Vlažnost,16.110888374811037,28.868262111303533,2026-01-30 00:00:00,Most
SNZ-110,Temperatura,35.38765637650194,34.34703050283622,2026-03-23 00:00:00,Most
SNZ-114,CO2,23.380928586539504,50.24564645721916,2026-04-13 00:00:00,Park
SNZ-131,Pritisak,36.745362991508834,38.00226943363674,2026-01-24 00:00:00,Centar
SNZ-105,CO2,26.544699383295573,35.41095350763468,2026-01-29 00:00:00,Industrijska zona
SNZ-129,Vlažnost,30.132717525172655,72.52863811400829,2026-05-16 00:00:00,Park
SNZ-110,Vlažnost,24.84636636691752,46.187410975792545,2026-03-26 00:00:00,Industrijska zona
SNZ-116,Pritisak,22.6887599093314,39.43161681539473,2026-02-23 00:00:00,Industrijska zona
SNZ-148,Pritisak,32.4923223966742,42.078050109279594,2026-01-11 00:00:00,Most
SNZ-123,Temperatura,4.407452996552049,56.342610842823625,2026-04-09 00:00:00,Tunel
SNZ-100,Vlažnost,39.62071227955737,1.231813505856394,2026-03-29 00:00:00,Tunel
SNZ-107,Vlažnost,26.37921559670257,85.60862388216484,2026-03-01 00:00:00,Most
SNZ-123,CO2,26.857477244717746,26.353698437974373,2026-04-06 00:00:00,Industrijska zona
SNZ-136,Temperatura,4.736729395213558,43.21890856935037,2026-02-02 00:00:00,Most
SNZ-147,Pritisak,11.404272408655386,57.40901309607857,2026-03-01 00:00:00,Most
SNZ-148,Temperatura,19.6866695843571,61.71603894533558,2026-05-16 00:00:00,Industrijska zona
SNZ-141,Vlažnost,29.7866055298694,37.33651746309348,2026-01-20 00:00:00,Centar
SNZ-125,TEMP,41.769952723906904,-99.0,2026-02-03 00:00:00,Centar
SNZ-114,Vlažnost,51.22110382393771,44.78828052251297,2026-03-24 00:00:00,Park
SNZ-124,Temperatura,31.60969160858217,31.955044078100702,2026-03-17 00:00:00,Tunel
SNZ-118,Temperatura,51.49983162208147,25.33997221347376,2026-03-03 00:00:00,Centar
SNZ-100,Pritisak,47.79536205398355,40.89295456763713,2026-02-03 00:00:00,Most
SNZ-109,Vlažnost,26.962286490493444,99.61829105102879,2026-05-05 00:00:00,Most
SNZ-146,CO2,23.054624227550974,41.40013162014176,2026-01-28 00:00:00,Park
SNZ-101,Temperatura,30.59808310476798,22.536111055104847,2026-05-24 00:00:00,Park
SNZ-112,Vlažnost,28.195464979430895,24.82102950262418,2026-03-10 00:00:00,Tunel
SNZ-124,Vlažnost,,58.203468595827104,2026-04-22 00:00:00,Park
SNZ-131,Temperatura,55.592316567576916,84.33733909220743,2026-04-14 00:00:00,Centar
SNZ-139,Pritisak,25.099452712528105,13.70548275403226,2026-04-05 00:00:00,Industrijska zona
SNZ-137,Temperatura,28.29839439506332,75.10392363969653,2026-03-08 00:00:00,Most
SNZ-118,Temperatura,35.9917534714542,68.68289722275031,2026-01-17 00:00:00,Most
SNZ-102,Vlažnost,20.844376559397926,74.34317946091775,2026-05-31 00:00:00,Tunel
SNZ-130,Vlažnost,13.635750836834745,15.32836908320705,2026-01-14 00:00:00,Tunel
SNZ-116,CO2,21.443583025342193,33.27131887862046,2026-01-22 00:00:00,Tunel
SNZ-129,Vlažnost,4.521895020775506,88.30892217544341,2026-05-08 00:00:00,Park
SNZ-134,Pritisak,43.02530610224474,72.45061296461091,2026-01-06 00:00:00,Park
SNZ-118,Pritisak,19.367335044360008,9.040751556818961,2026-05-22 00:00:00,Industrijska zona
SNZ-105,CO2,7.304807244027948,54.50570090072668,2026-01-28 00:00:00,Park
SNZ-101,Vlažnost,3.3733822476580393,98.4828543883034,2026-04-03 00:00:00,Centar
SNZ-146,Pritisak,28.80567482999855,6.082652147906609,2026-02-07 00:00:00,Centar
SNZ-137,Vlažnost,13.093327329252604,22.94822412445515,2026-01-01 00:00:00,Park
SNZ-128,Vlažnost,19.464434967808547,67.58970770225487,2026-04-30 00:00:00,Most
SNZ-106,Vlažnost,17.230784024428083,45.06334556927767,2026-05-12 00:00:00,Tunel
SNZ-105,Pritisak,28.77720566738311,80.93587515245589,2026-03-17 00:00:00,Centar
SNZ-104,CO2,33.43241745610396,13.058045444348787,2026-01-18 00:00:00,Park
SNZ-135,Pritisak,0.8231308214298423,47.43063059724513,2026-01-30 00:00:00,Industrijska zona
SNZ-133,Temperatura,27.617225496758447,46.74447527243974,2026-03-05 00:00:00,Park
SNZ-125,Temperatura,10.666296887848459,-99.0,2026-02-12 00:00:00,Industrijska zona
SNZ-104,Pritisak,31.410116699397093,35.70939775553287,2026-05-25 00:00:00,Most
SNZ-142,Temperatura,42.48817759803458,29.255823274524662,2026-01-28 00:00:00,Most
SNZ-113,Pritisak,12.7252552995506,60.31860675434826,2026-02-04 00:00:00,Tunel
SNZ-129,CO2,33.376162796731265,19.96872488237028,2026-04-16 00:00:00,Centar
SNZ-112,CO2,29.09760032811154,7.16797837395704,2026-02-07 00:00:00,Industrijska zona
SNZ-108,CO2,18.425010364418632,36.30202334988171,2026-03-02 00:00:00,Industrijska zona
SNZ-146,Pritisak,48.31598462056745,64.84051795522267,2026-15-05,Tunel
SNZ-114,Vlažnost,20.443154471104968,53.78417370725824,2026-01-22 00:00:00,Most
SNZ-119,Temperatura,22.91489418897508,24.452572452002773,2026-03-03 00:00:00,Most
SNZ-113,CO2,28.748634976510658,20.95824689573986,2026-05-22 00:00:00,Centar
SNZ-147,CO2,8.172519031750774,7.475663027288515,2026-01-25 00:00:00,Tunel
SNZ-121,Temperatura,50.32918581857626,7.294517369008058,2026-02-20 00:00:00,Tunel
SNZ-142,Pritisak,,69.78223580933836,2026-06-01 00:00:00,Most
SNZ-111,CO2,31.901879157969955,94.52741701939887,2026-03-27 00:00:00,Tunel
SNZ-121,CO2,13.670209300395946,63.951433406291855,2026-01-02 00:00:00,Most
SNZ-138,CO2,17.274586027882275,54.17296322706559,2026-04-08 00:00:00,Park
SNZ-139,CO2,40.10527131000761,55.50888995414602,2026-03-10 00:00:00,Centar
SNZ-125,Pritisak,37.14466054520839,71.03392172388692,2026-03-23 00:00:00,Most
SNZ-106,Pritisak,5.413521844485388,57.12465168474219,2026-04-18 00:00:00,Industrijska zona
SNZ-127,Temperatura,41.28092843820215,-99.0,2026-01-17 00:00:00,Industrijska zona
SNZ-133,Temperatura,38.862366723465456,17.18093162345571,2026-05-07 00:00:00,Most
SNZ-140,Temperatura,25.188153481155634,57.43575896618983,2026-03-17 00:00:00,Tunel
SNZ-140,Pritisak,16.471290302134157,73.68849138005545,2026-04-24 00:00:00,Industrijska zona
SNZ-104,Temperatura,63.129653167355706,81.7527902329184,2026-01-26 00:00:00,Centar
SNZ-134,Pritisak,40.07171511922624,26.179951161191017,2026-03-01 00:00:00,Industrijska zona
SNZ-134,Pritisak,40.06518554016258,13.13895340889063,2026-03-18 00:00:00,Tunel
SNZ-138,Vlažnost,18.911947202131337,30.388166397504357,2026-02-09 00:00:00,Centar
SNZ-101,Vlažnost,45.948079347416225,95.29929705416926,2026-01-14 00:00:00,Tunel
SNZ-116,Pritisak,31.711783319074595,-99.0,2026-04-12 00:00:00,Park
SNZ-106,CO2,50.65243789728862,27.00081320352562,2026-04-22 00:00:00,Centar
SNZ-100,Vlažnost,39.260007946345794,62.47047529235705,2026-01-30 00:00:00,Centar
SNZ-121,Temperatura,-0.837445541533075,82.32665255784735,2026-04-23 00:00:00,Industrijska zona
SNZ-144,CO2,7.805359682509206,51.69202211131929,2026-04-17 00:00:00,Most
SNZ-101,Pritisak,8.566941975431302,81.22721289153348,2026-02-27 00:00:00,Most
SNZ-103,Pritisak,22.898654053485522,93.03648185033653,2026-01-22 00:00:00,Centar
SNZ-131,Temperatura,21.70026894111553,52.039127969879075,2026-04-27 00:00:00,Park
SNZ-105,CO2,31.81328581133909,18.25555383517987,2026-05-10 00:00:00,Most
SNZ-109,Vlažnost,5.671464230376305,65.39850166667637,2026-05-09 00:00:00,Industrijska zona
SNZ-133,Pritisak,43.39649731632139,8.966338163619092,2026-01-12 00:00:00,Centar
SNZ-126,Vlažnost,27.825843075984523,27.771462089226628,2026-04-19 00:00:00,Tunel
SNZ-123,Temperatura,33.05477159890724,11.877978152537217,2026-01-04 00:00:00,Centar
SNZ-149,CO2,18.700818896898454,75.62663973542172,2026-03-11 00:00:00,Most
SNZ-120,CO2,26.475455492128688,72.88961240245175,2026-01-22 00:00:00,Tunel
SNZ-140,Pritisak,32.18775921155357,38.96648690889381,2026-01-16 00:00:00,Centar
SNZ-145,Temperatura,21.92623619013674,67.1710720449889,2026-03-10 00:00:00,Tunel
SNZ-142,Pritisak,37.12979902193767,36.02677653677816,2026-04-13 00:00:00,Industrijska zona
SNZ-144,Vlažnost,1.673118579272625,61.77434089441142,2026-01-25 00:00:00,Industrijska zona
SNZ-113,CO2,36.3109042455337,26.262088414727813,2026-03-12 00:00:00,Industrijska zona
SNZ-126,CO2,23.969665753309048,81.26214791023529,2026-03-20 00:00:00,Centar
SNZ-138,Temperatura,23.30801609820613,74.54407798672806,2026-05-30 00:00:00,Centar
SNZ-112,CO2,10.360444672916266,76.47861532468873,2026-02-17 00:00:00,Park
SNZ-109,Temperatura,3.228142855985272,52.84922344825049,2026-01-12 00:00:00,Most
SNZ-146,Temperatura,29.553710295371495,49.2609649478869,2026-05-05 00:00:00,Centar
SNZ-113,Vlažnost,22.282187887532693,84.71989679188053,2026-01-28 00:00:00,Tunel
SNZ-100,Vlažnost,17.82975644295054,79.56744784290647,2026-05-19 00:00:00,Tunel
SNZ-127,Pritisak,1.1217438658484546,61.53254891585773,2026-05-22 00:00:00,Park
SNZ-117,Temperatura,37.2558281652979,46.907519924646515,2026-01-01 00:00:00,Industrijska zona
SNZ-112,Vlažnost,-4.4266990505880806,64.16004695976206,2026-05-27 00:00:00,Industrijska zona
SNZ-131,CO2,36.625258948732046,36.677829121448994,2026-03-16 00:00:00,Industrijska zona
SNZ-148,CO2,26.37191534723923,88.7504106718133,2026-04-14 00:00:00,Most
SNZ-146,Pritisak,28.392500032045497,96.00024823297736,2026-02-23 00:00:00,Park
