id,type,value,battery,date,location
109,Temperatura,3.48,69.51,2026-03-22,Park
109,Temperatura,39.27,1.46,2026-04-08,Park
109,Pritisak,14.72,75.09,2026-03-03,Most
109,Pritisak,27.0,57.64,2026-05-19,Park
109,Temperatura,37.35,32.11,2026-04-10,Most
109,Pritisak,32.61,36.27,2026-03-13,Tunel
109,Vlažnost,10.01,32.46,2026-05-02,Park
109,Temperatura,25.67,26.12,2026-03-07,Industrijska zona
109,Temperatura,31.81,46.0,2026-04-12,Tunel
109,Temperatura,17.52,62.63,2026-02-19,Most
109,CO2,28.64,14.37,2026-02-18,Most
109,Vlažnost,5.67,65.4,2026-05-09,Industrijska zona
109,Vlažnost,13.44,41.41,2026-04-01,Industrijska zona
110,Pritisak,3.38,82.61,2026-04-03,Most
110,Vlažnost,23.88,29.61,2026-03-01,Industrijska zona
110,Pritisak,16.38,10.75,2026-04-03,Park
110,Pritisak,45.38,59.01,2026-02-21,Tunel
110,Vlažnost,38.87,77.72,2026-02-07,Tunel
110,CO2,15.49,0.86,2026-02-21,Industrijska zona
110,CO2,8.53,71.4,2026-05-07,Tunel
110,Temperatura,0.61,20.87,2026-05-06,Tunel
110,Vlažnost,24.85,46.19,2026-03-26,Industrijska zona
110,Vlažnost,21.57,5.6,2026-03-17,Industrijska zona
110,Pritisak,28.32,68.46,2026-02-03,Most
110,Temperatura,35.39,34.35,2026-03-23,Most
110,Temperatura,26.17,3.96,2026-01-28,Most
110,Vlažnost,13.81,29.55,2026-01-31,Most
111,Temperatura,18.33,44.03,2026-03-29,Centar
111,Pritisak,58.7,35.13,2026-01-04,Park
111,Temperatura,38.03,92.78,2026-04-22,Industrijska zona
111,Pritisak,33.09,7.02,2026-01-14,Centar
111,CO2,31.57,83.53,2026-02-22,Most
111,Temperatura,11.12,80.11,2026-03-06,Industrijska zona
111,Pritisak,24.61,83.66,2026-01-24,Tunel
111,CO2,16.3,3.72,2026-04-25,Industrijska zona
111,Temperatura,15.38,15.61,2026-01-27,Most
111,Temperatura,22.86,67.08,2026-03-09,Industrijska zona
111,CO2,43.8,18.95,2026-01-09,Centar
111,CO2,38.55,81.44,2026-01-13,Most
111,Temperatura,7.75,82.86,2026-05-16,Industrijska zona
111,Vlažnost,42.23,79.9,2026-03-17,Industrijska zona
111,CO2,34.93,9.15,2026-03-17,Centar
111,Vlažnost,29.93,51.15,2026-02-10,Tunel
111,Vlažnost,45.35,60.01,2026-02-27,Industrijska zona
111,Pritisak,29.54,67.12,2026-02-04,Most
111,Temperatura,43.31,44.68,2026-05-06,Park
111,Temperatura,20.72,36.69,2026-04-25,Industrijska zona
111,Vlažnost,4.24,77.59,2026-02-22,Most
111,CO2,31.9,94.53,2026-03-27,Tunel
112,Temperatura,18.23,60.94,2026-05-31,Most
112,Pritisak,2.26,94.65,2026-02-04,Centar
112,CO2,9.3,13.84,2026-05-14,Park
112,Vlažnost,26.77,9.5,2026-05-23,Most
112,Temperatura,42.03,91.75,2026-05-12,Industrijska zona
112,Temperatura,33.8,32.47,2026-03-25,Industrijska zona
112,Temperatura,34.19,11.93,2026-03-03,Most
112,CO2,36.77,15.33,2026-05-11,Centar
112,Pritisak,48.64,44.87,2026-04-12,Industrijska zona
112,Pritisak,7.82,92.39,2026-05-23,Most
112,Vlažnost,0.3,11.02,2026-01-07,Most
112,Vlažnost,53.27,92.11,2026-03-24,Most
112,Pritisak,56.98,19.56,2026-05-02,Most
112,Pritisak,27.66,82.0,2026-04-15,Park
112,Temperatura,22.38,1.69,2026-03-31,Industrijska zona
112,CO2,10.36,76.48,2026-02-17,Park
112,CO2,26.21,75.47,2026-03-08,Most
112,CO2,29.1,7.17,2026-02-07,Industrijska zona
112,Vlažnost,28.2,24.82,2026-03-10,Tunel
112,Vlažnost,35.88,55.04,2026-01-23,Centar
112,Pritisak,31.41,53.72,2026-01-11,Park
112,Temperatura,16.05,87.82,2026-05-26,Industrijska zona
112,Pritisak,33.51,54.21,2026-01-04,Park
112,Pritisak,48.17,13.76,2026-03-23,Industrijska zona
113,Pritisak,15.86,88.79,2026-03-02,Industrijska zona
113,Pritisak,20.8,66.34,2026-03-31,Centar
113,CO2,36.31,26.26,2026-03-12,Industrijska zona
113,Vlažnost,41.88,12.86,2026-03-29,Industrijska zona
113,CO2,28.75,20.96,2026-05-22,Centar
113,Pritisak,12.73,60.32,2026-02-04,Tunel
113,Temperatura,35.85,1.06,2026-05-03,Most
113,Temperatura,21.95,68.95,2026-04-21,Most
113,Pritisak,24.86,95.97,2026-03-25,Centar
113,CO2,17.69,69.87,2026-01-26,Industrijska zona
113,Vlažnost,22.28,84.72,2026-01-28,Tunel
113,Vlažnost,14.07,27.57,2026-05-13,Centar
113,CO2,2.74,41.06,2026-02-13,Most
113,Vlažnost,29.99,51.27,2026-04-04,Park
113,Vlažnost,33.74,65.9,2026-03-02,Park
113,Temperatura,18.95,71.91,2026-02-12,Park
113,Temperatura,10.68,80.2,2026-05-24,Most
114,Temperatura,36.8,56.93,2026-01-01,Centar
114,CO2,23.38,50.25,2026-04-13,Park
114,Vlažnost,39.73,71.91,2026-02-09,Most
114,Vlažnost,28.09,34.66,2026-05-18,Centar
114,Temperatura,30.59,21.56,2026-03-11,Centar
114,Vlažnost,63.01,80.29,2026-06-01,Tunel
114,Vlažnost,45.94,66.42,2026-03-25,Tunel
114,CO2,22.12,81.58,2026-01-25,Most
114,Temperatura,15.49,24.18,2026-04-19,Tunel
114,Vlažnost,55.79,98.98,2026-01-13,Centar
114,Vlažnost,20.44,53.78,2026-01-22,Most
114,CO2,16.47,2.78,2026-02-18,Industrijska zona
114,Vlažnost,51.22,44.79,2026-03-24,Park
114,CO2,17.17,73.04,2026-04-21,Industrijska zona
115,Vlažnost,24.51,16.67,2026-03-01,Centar
115,Pritisak,30.28,75.22,2026-05-25,Park
115,Pritisak,12.69,10.94,2026-01-22,Centar
115,Vlažnost,26.25,14.25,2026-01-12,Most
115,Pritisak,40.83,34.05,2026-02-17,Industrijska zona
115,CO2,42.69,57.16,2026-05-10,Centar
115,Vlažnost,26.9,19.61,2026-02-17,Park
115,Temperatura,20.21,11.59,2026-01-23,Industrijska zona
115,Pritisak,28.45,0.03,2026-05-04,Industrijska zona
115,Temperatura,34.28,76.23,2026-02-01,Park
115,CO2,52.87,59.31,2026-04-18,Tunel
115,CO2,31.73,87.19,2026-05-02,Centar
115,Pritisak,19.59,55.78,2026-02-18,Tunel
115,CO2,0.75,20.12,2026-05-25,Tunel
115,Temperatura,46.48,53.79,2026-05-11,Tunel
116,Vlažnost,31.23,31.54,2026-01-06,Most
116,Pritisak,21.26,17.6,2026-02-15,Centar
116,CO2,34.67,60.96,2026-04-30,Park
116,Pritisak,41.39,31.05,2026-03-02,Park
116,Pritisak,22.69,39.43,2026-02-23,Industrijska zona
116,Temperatura,29.88,25.95,2026-02-10,Centar
116,CO2,42.61,98.01,2026-04-10,Tunel
116,CO2,21.44,33.27,2026-01-22,Tunel
116,Temperatura,15.73,64.7,2026-04-13,Tunel
116,CO2,14.44,7.3,2026-03-23,Tunel
116,CO2,33.02,61.48,2026-04-09,Tunel
117,Temperatura,20.18,48.22,2026-01-21,Most
117,Vlažnost,5.92,43.5,2026-03-19,Centar
117,CO2,38.71,46.88,2026-03-02,Tunel
117,Temperatura,37.26,46.91,2026-01-01,Industrijska zona
117,Temperatura,32.25,32.68,2026-03-23,Centar
117,Temperatura,37.21,64.72,2026-03-15,Centar
117,Vlažnost,44.79,84.71,2026-03-13,Tunel
117,Temperatura,16.96,85.5,2026-01-19,Industrijska zona
117,Pritisak,19.93,49.84,2026-05-11,Park
117,Vlažnost,32.46,86.72,2026-01-24,Tunel
117,Vlažnost,15.21,24.87,2026-04-17,Most
117,Vlažnost,29.96,41.75,2026-01-18,Park
117,CO2,0.47,60.75,2026-05-14,Park
117,Pritisak,5.66,3.66,2026-01-13,Centar
117,CO2,30.29,18.12,2026-02-21,Tunel
118,Pritisak,23.55,76.22,2026-03-26,Industrijska zona
118,Temperatura,44.18,25.3,2026-05-01,Most
118,Pritisak,30.19,19.4,2026-01-24,Centar
118,Vlažnost,6.47,29.58,2026-05-16,Industrijska zona
118,Temperatura,35.99,68.68,2026-01-17,Most
118,Pritisak,19.37,9.04,2026-05-22,Industrijska zona
118,Temperatura,51.5,25.34,2026-03-03,Centar
118,CO2,40.8,68.18,2026-03-18,Centar
118,Vlažnost,48.84,53.07,2026-05-08,Tunel
118,Vlažnost,2.92,67.64,2026-04-04,Industrijska zona
118,Vlažnost,0.77,39.2,2026-02-23,Tunel
118,Pritisak,48.05,21.82,2026-04-25,Park
118,Pritisak,41.81,60.5,2026-03-25,Tunel
118,Temperatura,31.98,0.79,2026-05-12,Centar
118,Vlažnost,9.22,93.18,2026-01-19,Industrijska zona
118,Pritisak,24.04,95.58,2026-05-20,Tunel
118,Temperatura,37.9,88.67,2026-01-17,Centar
118,Temperatura,29.29,38.41,2026-04-21,Tunel
119,Pritisak,26.51,36.16,2026-01-15,Park
119,CO2,18.39,43.46,2026-04-05,Park
119,Vlažnost,22.05,65.19,2026-04-03,Tunel
119,Pritisak,8.81,57.7,2026-01-30,Tunel
119,Pritisak,36.14,51.94,2026-04-30,Centar
119,Vlažnost,11.2,54.32,2026-01-27,Centar
119,Pritisak,15.92,88.44,2026-04-25,Tunel
119,CO2,39.6,99.76,2026-03-02,Centar
119,Temperatura,22.91,24.45,2026-03-03,Most
119,Vlažnost,27.52,44.14,2026-03-13,Tunel
119,Vlažnost,11.65,92.86,2026-04-28,Most
119,Pritisak,15.72,96.88,2026-04-29,Most
119,CO2,36.51,72.09,2026-05-11,Park
119,CO2,34.42,84.38,2026-02-09,Park
120,CO2,31.14,43.98,2026-06-01,Park
120,Temperatura,19.41,20.82,2026-02-01,Park
120,Pritisak,29.38,86.61,2026-02-11,Tunel
120,Temperatura,18.06,3.91,2026-05-31,Park
120,Pritisak,27.56,75.22,2026-03-13,Industrijska zona
120,Pritisak,11.5,55.84,2026-01-15,Industrijska zona
120,Temperatura,42.73,25.55,2026-04-27,Tunel
120,Pritisak,32.18,16.71,2026-02-10,Most
120,CO2,27.35,82.4,2026-03-26,Centar
120,CO2,15.23,28.71,2026-02-23,Park
120,CO2,26.48,72.89,2026-01-22,Tunel
120,CO2,47.49,96.5,2026-05-04,Tunel
120,Pritisak,23.37,35.23,2026-05-19,Tunel
120,Vlažnost,31.95,77.78,2026-04-08,Centar
120,Vlažnost,39.52,35.46,2026-02-25,Park
121,Vlažnost,37.41,53.3,2026-05-12,Park
121,Vlažnost,16.43,74.33,2026-04-27,Most
121,Temperatura,11.68,31.43,2026-04-24,Tunel
121,CO2,38.47,16.42,2026-03-12,Industrijska zona
121,Temperatura,50.33,7.29,2026-02-20,Tunel
121,Temperatura,45.85,14.65,2026-02-10,Most
121,CO2,13.67,63.95,2026-01-02,Most
121,Vlažnost,29.26,21.98,2026-01-21,Centar
121,Pritisak,27.48,76.84,2026-02-09,Tunel
121,Pritisak,41.26,20.25,2026-05-26,Most
121,Temperatura,47.58,5.44,2026-02-10,Most
121,Temperatura,20.73,70.44,2026-02-18,Industrijska zona
121,Vlažnost,16.69,67.8,2026-04-03,Tunel
121,Temperatura,24.78,7.87,2026-04-30,Industrijska zona
121,CO2,11.89,90.51,2026-04-03,Centar
121,Vlažnost,20.76,20.88,2026-05-14,Most
121,Vlažnost,58.6,12.13,2026-04-28,Park
122,Pritisak,14.65,72.88,2026-03-16,Tunel
122,Temperatura,29.06,46.57,2026-05-13,Park
122,Vlažnost,24.53,4.69,2026-02-14,Park
122,Temperatura,44.85,87.25,2026-03-05,Industrijska zona
122,CO2,41.9,86.21,2026-05-13,Centar
122,Temperatura,18.57,1.66,2026-03-18,Most
122,Temperatura,68.21,18.19,2026-01-08,Tunel
122,Vlažnost,34.56,25.53,2026-05-02,Most
122,Pritisak,21.43,60.06,2026-05-14,Most
122,Temperatura,30.82,67.22,2026-01-17,Centar
123,Vlažnost,13.61,26.44,2026-05-24,Most
123,Pritisak,32.65,63.96,2026-02-23,Park
123,Vlažnost,46.58,9.41,2026-01-14,Industrijska zona
123,CO2,41.16,71.73,2026-01-02,Park
123,Pritisak,33.71,55.93,2026-02-12,Most
123,Pritisak,25.29,99.26,2026-05-29,Most
123,Temperatura,21.35,64.82,2026-01-08,Centar
123,Pritisak,44.77,92.74,2026-05-01,Park
123,Temperatura,4.41,56.34,2026-04-09,Tunel
123,Pritisak,24.98,43.58,2026-02-06,Tunel
123,Temperatura,34.68,18.89,2026-05-22,Tunel
123,Vlažnost,18.34,14.25,2026-03-11,Industrijska zona
123,Vlažnost,24.98,12.14,2026-02-20,Most
123,Vlažnost,24.44,32.34,2026-03-08,Tunel
123,Temperatura,29.89,3.89,2026-04-09,Centar
123,Pritisak,51.05,41.89,2026-02-28,Park
123,Temperatura,33.05,11.88,2026-01-04,Centar
123,CO2,24.24,67.71,2026-01-03,Tunel
123,CO2,26.86,26.35,2026-04-06,Industrijska zona
123,CO2,23.34,43.67,2026-03-04,Park
124,Temperatura,25.09,82.57,2026-05-17,Centar
124,Temperatura,20.22,35.92,2026-03-27,Industrijska zona
124,Temperatura,39.13,50.39,2026-05-02,Most
124,CO2,10.97,30.13,2026-05-13,Park
124,Temperatura,22.63,90.99,2026-05-01,Centar
124,CO2,35.57,26.31,2026-02-08,Tunel
124,Temperatura,0.53,47.99,2026-01-22,Park
124,Pritisak,39.36,53.67,2026-01-03,Centar
124,Vlažnost,6.31,90.79,2026-01-09,Park
124,Pritisak,27.52,35.21,2026-03-25,Tunel
124,CO2,54.84,88.92,2026-04-29,Industrijska zona
124,CO2,13.1,96.84,2026-01-13,Industrijska zona
124,Temperatura,23.84,68.11,2026-03-01,Most
124,Temperatura,0.57,99.5,2026-01-09,Centar
124,Temperatura,29.66,90.74,2026-03-05,Tunel
124,Temperatura,31.61,31.96,2026-03-17,Tunel
125,Pritisak,7.51,86.21,2026-01-16,Park
125,Temperatura,21.81,1.18,2026-01-08,Centar
125,Pritisak,41.87,72.52,2026-04-07,Industrijska zona
125,Temperatura,23.54,36.55,2026-01-10,Tunel
125,Pritisak,26.69,1.31,2026-05-08,Tunel
125,CO2,6.17,37.58,2026-01-27,Centar
125,Vlažnost,12.53,74.19,2026-03-04,Centar
125,Pritisak,47.07,34.56,2026-05-30,Most
125,CO2,39.18,81.87,2026-03-21,Most
125,Pritisak,18.74,16.13,2026-04-22,Industrijska zona
125,Pritisak,15.01,94.26,2026-05-17,Tunel
125,Pritisak,37.14,71.03,2026-03-23,Most
125,Pritisak,28.22,92.02,2026-01-21,Most
125,Vlažnost,15.67,61.3,2026-05-02,Most
125,Vlažnost,59.26,44.16,2026-05-23,Park
125,CO2,14.23,40.83,2026-04-09,Most
125,CO2,31.57,52.18,2026-04-30,Centar
125,Vlažnost,36.05,38.9,2026-05-02,Tunel
126,CO2,27.08,41.32,2026-05-16,Centar
126,Vlažnost,46.28,82.15,2026-01-27,Industrijska zona
126,Pritisak,36.35,54.06,2026-03-30,Centar
126,Temperatura,22.32,66.48,2026-04-07,Most
126,CO2,24.42,81.06,2026-01-03,Park
126,Vlažnost,27.83,27.77,2026-04-19,Tunel
126,Temperatura,47.19,95.22,2026-01-22,Industrijska zona
126,CO2,23.97,81.26,2026-03-20,Centar
126,Vlažnost,16.69,95.56,2026-02-08,Park
126,Pritisak,6.7,36.92,2026-03-14,Park
126,Pritisak,34.7,22.74,2026-01-01,Industrijska zona
126,Temperatura,18.19,47.36,2026-03-14,Tunel
126,Pritisak,24.38,73.69,2026-05-02,Industrijska zona
126,Temperatura,30.08,32.33,2026-02-27,Industrijska zona
127,Pritisak,1.12,61.53,2026-05-22,Park
127,Temperatura,15.73,92.83,2026-01-29,Tunel
127,Temperatura,16.99,60.88,2026-05-08,Most
127,Pritisak,23.71,74.24,2026-04-04,Park
127,Pritisak,33.34,61.6,2026-01-16,Industrijska zona
127,CO2,41.92,50.66,2026-04-29,Tunel
127,Vlažnost,19.84,73.76,2026-05-09,Most
127,Pritisak,13.46,75.34,2026-05-08,Tunel
127,Pritisak,19.59,30.26,2026-02-27,Most
127,CO2,53.68,77.82,2026-01-02,Most
127,Temperatura,21.59,4.78,2026-04-04,Park
127,Temperatura,32.11,59.44,2026-06-01,Tunel
127,Vlažnost,12.87,41.86,2026-03-04,Tunel
127,Pritisak,27.56,18.02,2026-03-31,Most
127,CO2,18.46,46.32,2026-03-04,Tunel
127,Vlažnost,38.41,74.99,2026-01-06,Centar
127,Pritisak,4.87,62.52,2026-01-07,Centar
127,Temperatura,26.53,67.8,2026-04-11,Centar
127,Temperatura,3.8,14.25,2026-04-20,Industrijska zona
127,Vlažnost,55.87,72.24,2026-01-18,Industrijska zona
127,CO2,28.01,42.56,2026-02-05,Industrijska zona
127,Pritisak,43.33,13.68,2026-01-05,Centar
127,Vlažnost,54.08,51.34,2026-04-29,Industrijska zona
127,Pritisak,54.68,39.75,2026-05-25,Centar
127,Temperatura,45.22,90.26,2026-03-07,Industrijska zona
128,Vlažnost,23.23,45.0,2026-02-18,Industrijska zona
128,CO2,44.82,92.09,2026-02-24,Park
128,CO2,37.13,45.37,2026-02-27,Industrijska zona
128,CO2,46.72,76.73,2026-01-15,Most
128,Pritisak,14.28,43.27,2026-05-25,Tunel
128,Temperatura,21.33,43.89,2026-04-19,Most
128,Pritisak,22.25,24.41,2026-01-27,Park
128,Vlažnost,19.46,67.59,2026-04-30,Most
128,Pritisak,15.14,87.84,2026-02-13,Tunel
128,Vlažnost,15.66,94.18,2026-05-13,Industrijska zona
128,Pritisak,25.8,52.52,2026-05-04,Tunel
128,Vlažnost,13.18,68.19,2026-01-03,Most
128,CO2,3.19,13.44,2026-03-08,Industrijska zona
128,Temperatura,1.29,82.64,2026-01-30,Most
128,Pritisak,21.45,96.6,2026-01-23,Industrijska zona
128,Vlažnost,20.09,88.99,2026-01-04,Centar
129,Vlažnost,31.99,29.27,2026-05-18,Park
129,Temperatura,34.06,56.37,2026-05-26,Industrijska zona
129,Vlažnost,4.52,88.31,2026-05-08,Park
129,Temperatura,48.52,15.84,2026-05-07,Tunel
129,CO2,16.75,58.65,2026-05-23,Most
129,CO2,41.17,55.49,2026-04-22,Most
129,Temperatura,27.4,40.89,2026-05-11,Industrijska zona
129,Vlažnost,47.4,61.46,2026-02-14,Most
129,Vlažnost,32.49,63.97,2026-02-15,Centar
129,CO2,21.73,10.52,2026-02-24,Park
129,CO2,33.38,19.97,2026-04-16,Centar
129,Pritisak,32.7,57.42,2026-04-14,Most
129,Vlažnost,26.86,41.7,2026-04-22,Centar
129,Vlažnost,28.93,19.27,2026-02-13,Park
129,Vlažnost,30.13,72.53,2026-05-16,Park
129,Vlažnost,30.57,40.9,2026-05-01,Most
129,CO2,32.92,60.08,2026-02-04,Tunel
129,Pritisak,14.29,19.64,2026-03-15,Industrijska zona
129,Vlažnost,52.69,29.41,2026-01-14,Most
129,Vlažnost,2.51,41.51,2026-02-22,Tunel
